Time [s],CLK,A13,A14,A15,MODE0,MODE1,IOM,POWER,STATE0,STATE1,ROM0_CS,RAM0_CS,RAM1_CS,BSRE,ROM1_CS,RDY
6.994649400,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
6.994657400,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
6.996706200,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.001746200,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.006786200,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.011853200,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.013931000,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.015982000,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.021022200,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.026061200,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.031128800,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.033195600,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.033203600,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.035254000,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.040296000,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.045337200,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.050405600,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.052480000,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.054529000,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.059569000,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.064607600,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.069674600,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.071732600,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.071740600,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.071748600,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.073758600,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.078797600,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.083838200,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.088907600,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.090979400,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.093028800,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.098068600,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.103108200,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.108174600,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.110244200,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.110252200,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.112301000,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.117341800,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.122382000,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.127449200,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.129524000,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.131573800,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.136613800,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.140650800,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.145719400,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.147778400,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.147787000,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.147795000,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.149844200,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.154884200,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.159924000,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.164992600,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.167066200,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.169115400,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.174155400,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.179196000,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.184261800,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
7.186329800,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.186337800,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.188389600,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.193428400,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.198469200,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.203535000,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.205612800,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.206661200,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.211702200,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.216742200,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.221810000,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1
7.223867400,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.223875600,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.223883600,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.225933600,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.230972600,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.236012600,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.241082600,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.243158000,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.245206600,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.250247000,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.255287200,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.260352400,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1
7.262418200,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.262426200,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.264475000,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.269500800,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.274540600,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.279610800,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.280684400,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.282734600,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.287774000,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.292814800,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.297900400,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.302956000,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.307997800,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.310053200,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.312102000,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.317166800,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.317172400,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.322224600,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.327298400,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.332313000,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.337381600,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.339440200,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.339448600,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.339456800,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.341504400,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.346543600,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.351584200,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.356653400,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.358732200,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.360781600,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.365821200,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.370861600,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.375928800,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.377994600,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.378003800,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.380053000,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.385091400,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.390130600,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.395194600,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.397268600,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.399319200,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.404359200,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.409399200,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.414466000,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.416524800,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.416532400,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.416540600,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.418589600,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.423632200,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.428671200,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.433742800,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.435815000,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.437865000,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.442904200,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.447944600,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.453012600,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.455078200,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.455086200,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.457077600,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.462119800,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.467159200,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.472225800,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.474297800,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.476347400,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.481388000,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.486430800,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.491499200,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.493559400,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.493567000,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.493575000,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.495625000,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.500664400,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.505703800,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.510771000,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.512846800,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.514897600,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.519936200,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.524972800,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.530042600,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1
7.532111400,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.532119400,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.534169000,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.539210000,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.544249800,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.549315400,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.551390400,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.553439800,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.558479400,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.563518400,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.568587400,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1
7.570642000,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.570649800,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.570657800,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.572706800,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.577747400,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.582786800,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.587843200,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.589917800,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.591966200,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.597005600,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.602045800,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.607115200,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1
7.609180800,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.609188400,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.611235200,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.616274400,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.621315600,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.626384200,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.628456400,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.630506400,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.635547200,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.640587600,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.645654800,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1
7.645662800,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1
7.645663000,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.650671800,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.655739000,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.657796400,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.657804000,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.657812200,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.659861400,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.664904200,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.669945200,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.675014000,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.677087400,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.679137000,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.684177600,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.689218800,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.694285600,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.696351200,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.696359200,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.698409000,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.703448800,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.708487600,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.713531000,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.715609400,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.717659400,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.722700000,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.727740800,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.732806400,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.734865600,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.734873600,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.734881600,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.736929600,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.741969800,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.747011200,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.752077800,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.754150800,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.756201000,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.761239800,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.766278800,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.771346400,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.773413400,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.773421600,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.775472000,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.780500400,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.785540600,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.790607000,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.792682000,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.794732000,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.799770600,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.804810600,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.809878400,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.811936800,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.811944400,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.811952400,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.814001600,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.819043800,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.824084600,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.829152200,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.831225000,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.833275800,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.838315200,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.843403800,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.848482200,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1
7.850552200,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.850560200,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.852610000,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.856650800,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.861690600,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.866760400,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.868834800,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.870884200,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.875924400,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.880964200,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.886030800,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
7.888088200,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.888095800,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.888103800,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.890155000,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.895194400,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.900233800,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.905276600,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.907349800,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.909400200,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.914438800,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.919479800,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.924545800,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1
7.926611800,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.926619800,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.928668200,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.933708600,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.938749000,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.943816600,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.945891400,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.947940600,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.952979400,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.958019000,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.963096200,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.968152800,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.973182600,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
7.975244000,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.977294200,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.982353000,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1
7.982358600,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
7.987409600,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
7.992482200,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
7.997541600,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
8.002607400,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
8.004665600,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.004673600,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.004681600,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.006729600,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.011769200,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.016808400,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.021876000,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.023946600,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.025994800,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.031036600,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.036070800,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.041142400,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.043206600,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.043214600,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.045268000,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.050306600,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.055346800,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.060412000,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.062488000,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.064538800,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.069578400,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.074617800,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.079688000,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.081747200,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
8.081755600,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.081763200,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.083812400,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.088851400,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.093891400,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.098955000,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.101029400,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.103079200,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.108120400,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.113161200,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.118228200,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1
8.120293400,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
8.120301600,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1
8.122351400,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1
8.127392200,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1
8.132434400,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1
8.137507000,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1
8.139582600,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
8.141632400,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
8.146672800,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
8.151712800,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
8.156781800,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1
8.158839800,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.158850600,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.158860000,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.160843600,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.165884400,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.170924800,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.175991800,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.178065400,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.180115600,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.185156200,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.190196800,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.195265600,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
8.197332600,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.197340600,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.199387800,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.204428200,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.209467400,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.214534800,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.216612400,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.218662800,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
8.223704200,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
